time [сек];Mz;epsilon;omega;alpha;Iт;delta_р.в.;Mzp;V;Lp
5.063;0.0;0.0;-0.00024324157925483303;3.999743623375395;38.8;-5.2796619039344055;0;0;0
5.064;0.0;0.0;-0.00024324157925483303;3.9997433801338156;38.8;-5.279661582855521;0;0;0
5.065;0.0;0.0;-0.00024324157925483303;3.9997431368922363;38.8;-5.279661261776637;0;0;0
5.066;0.0;0.0;-0.00024324157925483303;3.999742893650657;38.8;-5.2796609406977515;0;0;0
5.067;0.0;0.0;-0.00024324157925483303;3.9997426504090776;38.8;-5.279660619618867;0;0;0
5.068;0.0;0.0;-0.00024324157925483303;3.9997424071674983;38.8;-5.279660298539982;0;0;0
5.069;0.0;0.0;-0.00024324157925483303;3.999742163925919;38.8;-5.2796599774610975;0;0;0
5.07;0.0;0.0;-0.00024324157925483303;3.9997419206843396;38.8;-5.279659656382213;0;0;0
5.071;0.0;0.0;-0.00024324157925483303;3.9997416774427603;38.8;-5.279659335303329;0;0;0
5.072;0.0;0.0;-0.00024324157925483303;3.999741434201181;38.8;-5.2796590142244435;0;0;0
5.073;0.0;0.0;-0.00024324157925483303;3.9997411909596017;38.8;-5.279658693145558;0;0;0
5.074;0.0;0.0;-0.00024324157925483303;3.9997409477180224;38.8;-5.279658372066674;0;0;0
5.075;0.0;0.0;-0.00024324157925483303;3.999740704476443;38.8;-5.2796580509877895;0;0;0
5.076;0.0;0.0;-0.00024324157925483303;3.9997404612348637;38.8;-5.279657729908905;0;0;0
5.077;0.0;0.0;-0.00024324157925483303;3.9997402179932844;38.8;-5.27965740883002;0;0;0
5.078;0.0;0.0;-0.00024324157925483303;3.999739974751705;38.8;-5.2796570877511355;0;0;0
5.079;0.0;0.0;-0.00024324157925483303;3.9997397315101257;38.8;-5.27965676667225;0;0;0
5.08;3.552713678800501e-15;0.0;-0.00024324157925483303;3.9997394882685464;38.8;-5.279656445593366;0;0;0
5.081;0.0;5.1469756292051195e-14;-0.00024324157925478156;3.999739245026967;38.8;-5.2796561245144815;0;0;0
5.082;0.0;0.0;-0.00024324157925478156;3.9997390017853878;38.8;-5.279655803435596;0;0;0
5.083;0.0;0.0;-0.00024324157925478156;3.9997387585438084;38.8;-5.279655482356712;0;0;0
5.084;0.0;0.0;-0.00024324157925478156;3.999738515302229;38.8;-5.279655161277827;0;0;0
5.085;0.0;0.0;-0.00024324157925478156;3.99973827206065;38.8;-5.279654840198942;0;0;0
5.086;3.552713678800501e-15;0.0;-0.00024324157925478156;3.9997380288190705;38.8;-5.279654519120058;0;0;0
5.087;0.0;5.1469756292051195e-14;-0.0002432415792547301;3.999737785577491;38.8;-5.2796541980411735;0;0;0
5.088;0.0;0.0;-0.0002432415792547301;3.999737542335912;38.8;-5.279653876962288;0;0;0
5.089;0.0;0.0;-0.0002432415792547301;3.9997372990943325;38.8;-5.279653555883403;0;0;0
5.09;0.0;0.0;-0.0002432415792547301;3.999737055852753;38.8;-5.279653234804519;0;0;0
5.091;0.0;0.0;-0.0002432415792547301;3.999736812611174;38.8;-5.279652913725634;0;0;0
5.092;0.0;0.0;-0.0002432415792547301;3.9997365693695945;38.8;-5.27965259264675;0;0;0
5.093;0.0;0.0;-0.0002432415792547301;3.999736326128015;38.8;-5.279652271567865;0;0;0
5.094;0.0;0.0;-0.0002432415792547301;3.999736082886436;38.8;-5.27965195048898;0;0;0
5.095;0.0;0.0;-0.0002432415792547301;3.9997358396448566;38.8;-5.279651629410095;0;0;0
5.096;0.0;0.0;-0.0002432415792547301;3.9997355964032772;38.8;-5.279651308331211;0;0;0
5.097;0.0;0.0;-0.0002432415792547301;3.999735353161698;38.8;-5.279650987252326;0;0;0
5.098;0.0;0.0;-0.0002432415792547301;3.9997351099201186;38.8;-5.279650666173441;0;0;0
5.099;0.0;0.0;-0.0002432415792547301;3.9997348666785393;38.8;-5.279650345094557;0;0;0
5.1;0.0;0.0;-0.0002432415792547301;3.99973462343696;38.8;-5.279650024015671;0;0;0
5.101;0.0;0.0;-0.0002432415792547301;3.9997343801953806;38.8;-5.279649702936787;0;0;0
5.102;5.329070518200751e-15;0.0;-0.0002432415792547301;3.9997341369538013;38.8;-5.279649381857903;0;0;0
5.103;0.0;7.720463443807678e-14;-0.0002432415792546529;3.999733893712222;38.8;-5.279649060779017;0;0;0
5.104;0.0;0.0;-0.0002432415792546529;3.9997336504706427;38.8;-5.279648739700133;0;0;0
5.105;0.0;0.0;-0.0002432415792546529;3.9997334072290633;38.8;-5.279648418621248;0;0;0
5.106;0.0;0.0;-0.0002432415792546529;3.999733163987484;38.8;-5.279648097542363;0;0;0
5.107;5.329070518200751e-15;0.0;-0.0002432415792546529;3.9997329207459047;38.8;-5.279647776463479;0;0;0
5.108;3.552713678800501e-15;7.720463443807678e-14;-0.0002432415792545757;3.9997326775043254;38.8;-5.279647455384595;0;0;0
5.109;0.0;5.1469756292051195e-14;-0.00024324157925452423;3.999732434262746;38.8;-5.279647134305709;0;0;0
5.11;0.0;0.0;-0.00024324157925452423;3.9997321910211667;38.8;-5.279646813226824;0;0;0
5.111;0.0;0.0;-0.00024324157925452423;3.9997319477795874;38.8;-5.27964649214794;0;0;0
5.112;0.0;0.0;-0.00024324157925452423;3.999731704538008;38.8;-5.279646171069055;0;0;0
5.113;1.7763568394002505e-15;0.0;-0.00024324157925452423;3.9997314612964288;38.8;-5.279645849990171;0;0;0
5.114;0.0;2.5734878146025597e-14;-0.0002432415792544985;3.9997312180548494;38.8;-5.279645528911286;0;0;0
5.115;0.0;0.0;-0.0002432415792544985;3.99973097481327;38.8;-5.279645207832401;0;0;0
5.116;0.0;0.0;-0.0002432415792544985;3.999730731571691;38.8;-5.279644886753516;0;0;0
5.117;0.0;0.0;-0.0002432415792544985;3.9997304883301115;38.8;-5.279644565674632;0;0;0
5.118;0.0;0.0;-0.0002432415792544985;3.999730245088532;38.8;-5.279644244595747;0;0;0
5.119;0.0;0.0;-0.0002432415792544985;3.999730001846953;38.8;-5.279643923516862;0;0;0
5.12;0.0;0.0;-0.0002432415792544985;3.9997297586053735;38.8;-5.279643602437978;0;0;0
5.121;0.0;0.0;-0.0002432415792544985;3.999729515363794;38.8;-5.2796432813590926;0;0;0
5.122;0.0;0.0;-0.0002432415792544985;3.999729272122215;38.8;-5.279642960280208;0;0;0
5.123;3.552713678800501e-15;0.0;-0.0002432415792544985;3.9997290288806355;38.8;-5.279642639201324;0;0;0
5.124;5.329070518200751e-15;5.1469756292051195e-14;-0.00024324157925444703;3.999728785639056;38.8;-5.2796423181224394;0;0;0
5.125;0.0;7.720463443807678e-14;-0.00024324157925436984;3.999728542397477;38.8;-5.279641997043554;0;0;0
5.126;0.0;0.0;-0.00024324157925436984;3.9997282991558976;38.8;-5.279641675964669;0;0;0
5.127;0.0;0.0;-0.00024324157925436984;3.9997280559143182;38.8;-5.279641354885785;0;0;0
5.128;-3.552713678800501e-15;0.0;-0.00024324157925436984;3.999727812672739;38.8;-5.279641033806899;0;0;0
5.129;5.329070518200751e-15;-5.1469756292051195e-14;-0.0002432415792544213;3.9997275694311596;38.8;-5.279640712728016;0;0;0
5.13;0.0;7.720463443807678e-14;-0.00024324157925434411;3.9997273261895803;38.8;-5.279640391649131;0;0;0
5.131;0.0;0.0;-0.00024324157925434411;3.999727082948001;38.8;-5.279640070570246;0;0;0
5.132;0.0;0.0;-0.00024324157925434411;3.9997268397064216;38.8;-5.279639749491361;0;0;0
5.133;-3.552713678800501e-15;0.0;-0.00024324157925434411;3.9997265964648423;38.8;-5.279639428412476;0;0;0
5.134;0.0;-5.1469756292051195e-14;-0.0002432415792543956;3.999726353223263;38.8;-5.279639107333592;0;0;0
5.135;0.0;0.0;-0.0002432415792543956;3.9997261099816837;38.8;-5.279638786254707;0;0;0
5.136;0.0;0.0;-0.0002432415792543956;3.9997258667401043;38.8;-5.279638465175823;0;0;0
5.137;0.0;0.0;-0.0002432415792543956;3.999725623498525;38.8;-5.279638144096937;0;0;0
5.138;0.0;0.0;-0.0002432415792543956;3.9997253802569457;38.8;-5.279637823018053;0;0;0
5.139;0.0;0.0;-0.0002432415792543956;3.9997251370153664;38.8;-5.279637501939168;0;0;0
5.14;0.0;0.0;-0.0002432415792543956;3.999724893773787;38.8;-5.279637180860284;0;0;0
5.141;0.0;0.0;-0.0002432415792543956;3.9997246505322077;38.8;-5.279636859781399;0;0;0
5.142;0.0;0.0;-0.0002432415792543956;3.9997244072906284;38.8;-5.279636538702514;0;0;0
5.143;0.0;0.0;-0.0002432415792543956;3.999724164049049;38.8;-5.279636217623629;0;0;0
5.144;-1.7763568394002505e-15;0.0;-0.0002432415792543956;3.9997239208074697;38.8;-5.279635896544744;0;0;0
5.145;1.7763568394002505e-15;-2.5734878146025597e-14;-0.0002432415792544213;3.9997236775658904;38.8;-5.279635575465861;0;0;0
5.146;0.0;2.5734878146025597e-14;-0.0002432415792543956;3.999723434324311;38.8;-5.279635254386975;0;0;0
5.147;0.0;0.0;-0.0002432415792543956;3.9997231910827318;38.8;-5.279634933308091;0;0;0
5.148;0.0;0.0;-0.0002432415792543956;3.9997229478411525;38.8;-5.279634612229206;0;0;0
5.149;-1.7763568394002505e-15;0.0;-0.0002432415792543956;3.999722704599573;38.8;-5.2796342911503205;0;0;0
5.15;-3.552713678800501e-15;-2.5734878146025597e-14;-0.0002432415792544213;3.999722461357994;38.8;-5.279633970071436;0;0;0
5.151;0.0;-5.1469756292051195e-14;-0.00024324157925447278;3.9997222181164145;38.8;-5.279633648992552;0;0;0
5.152;0.0;0.0;-0.00024324157925447278;3.999721974874835;38.8;-5.279633327913667;0;0;0
5.153;0.0;0.0;-0.00024324157925447278;3.999721731633256;38.8;-5.279633006834782;0;0;0
5.154;0.0;0.0;-0.00024324157925447278;3.9997214883916765;38.8;-5.279632685755898;0;0;0
5.155;-1.7763568394002505e-15;0.0;-0.00024324157925447278;3.999721245150097;38.8;-5.2796323646770125;0;0;0
5.156;0.0;-2.5734878146025597e-14;-0.0002432415792544985;3.999721001908518;38.8;-5.279632043598128;0;0;0
5.157;0.0;0.0;-0.0002432415792544985;3.9997207586669385;38.8;-5.279631722519244;0;0;0
5.158;0.0;0.0;-0.0002432415792544985;3.9997205154253592;38.8;-5.2796314014403585;0;0;0
5.159;0.0;0.0;-0.0002432415792544985;3.99972027218378;38.8;-5.279631080361474;0;0;0
5.16;0.0;0.0;-0.0002432415792544985;3.9997200289422006;38.8;-5.279630759282589;0;0;0
5.161;0.0;0.0;-0.0002432415792544985;3.9997197857006213;38.8;-5.2796304382037045;0;0;0
5.162;0.0;0.0;-0.0002432415792544985;3.999719542459042;38.8;-5.27963011712482;0;0;0
5.163;0.0;0.0;-0.0002432415792544985;3.9997192992174626;38.8;-5.279629796045935;0;0;0
5.164;0.0;0.0;-0.0002432415792544985;3.9997190559758833;38.8;-5.2796294749670505;0;0;0
5.165;0.0;0.0;-0.0002432415792544985;3.999718812734304;38.8;-5.279629153888165;0;0;0
5.166;-3.552713678800501e-15;0.0;-0.0002432415792544985;3.9997185694927246;38.8;-5.279628832809281;0;0;0
5.167;0.0;-5.1469756292051195e-14;-0.00024324157925454998;3.9997183262511453;38.8;-5.2796285117303965;0;0;0
5.168;0.0;0.0;-0.00024324157925454998;3.999718083009566;38.8;-5.279628190651512;0;0;0
5.169;0.0;0.0;-0.00024324157925454998;3.9997178397679867;38.8;-5.279627869572627;0;0;0
5.17;0.0;0.0;-0.00024324157925454998;3.9997175965264073;38.8;-5.2796275484937425;0;0;0
5.171;-5.329070518200751e-15;0.0;-0.00024324157925454998;3.999717353284828;38.8;-5.279627227414857;0;0;0
5.172;0.0;-7.720463443807678e-14;-0.00024324157925462717;3.9997171100432487;38.8;-5.279626906335973;0;0;0
5.173;0.0;0.0;-0.00024324157925462717;3.9997168668016694;38.8;-5.2796265852570885;0;0;0
5.174;0.0;0.0;-0.00024324157925462717;3.99971662356009;38.8;-5.279626264178203;0;0;0
5.175;0.0;0.0;-0.00024324157925462717;3.9997163803185107;38.8;-5.279625943099319;0;0;0
5.176;0.0;0.0;-0.00024324157925462717;3.9997161370769314;38.8;-5.279625622020434;0;0;0
5.177;-1.7763568394002505e-15;0.0;-0.00024324157925462717;3.999715893835352;38.8;-5.279625300941549;0;0;0
5.178;0.0;-2.5734878146025597e-14;-0.0002432415792546529;3.9997156505937728;38.8;-5.279624979862665;0;0;0
5.179;0.0;0.0;-0.0002432415792546529;3.9997154073521934;38.8;-5.27962465878378;0;0;0
5.18;0.0;0.0;-0.0002432415792546529;3.999715164110614;38.8;-5.279624337704895;0;0;0
5.181;0.0;0.0;-0.0002432415792546529;3.999714920869035;38.8;-5.27962401662601;0;0;0
5.182;0.0;0.0;-0.0002432415792546529;3.9997146776274555;38.8;-5.279623695547126;0;0;0
5.183;0.0;0.0;-0.0002432415792546529;3.999714434385876;38.8;-5.279623374468241;0;0;0
5.184;0.0;0.0;-0.0002432415792546529;3.999714191144297;38.8;-5.279623053389357;0;0;0
5.185;0.0;0.0;-0.0002432415792546529;3.9997139479027175;38.8;-5.279622732310472;0;0;0
5.186;0.0;0.0;-0.0002432415792546529;3.999713704661138;38.8;-5.279622411231586;0;0;0
5.187;0.0;0.0;-0.0002432415792546529;3.999713461419559;38.8;-5.279622090152702;0;0;0
5.188;0.0;0.0;-0.0002432415792546529;3.9997132181779795;38.8;-5.279621769073818;0;0;0
5.189;0.0;0.0;-0.0002432415792546529;3.9997129749364;38.8;-5.279621447994933;0;0;0
5.19;0.0;0.0;-0.0002432415792546529;3.999712731694821;38.8;-5.279621126916048;0;0;0
5.191;0.0;0.0;-0.0002432415792546529;3.9997124884532416;38.8;-5.279620805837164;0;0;0
5.192;0.0;0.0;-0.0002432415792546529;3.9997122452116622;38.8;-5.279620484758278;0;0;0
5.193;0.0;0.0;-0.0002432415792546529;3.999712001970083;38.8;-5.279620163679394;0;0;0
5.194;0.0;0.0;-0.0002432415792546529;3.9997117587285036;38.8;-5.27961984260051;0;0;0
5.195;0.0;0.0;-0.0002432415792546529;3.9997115154869243;38.8;-5.279619521521624;0;0;0
5.196;0.0;0.0;-0.0002432415792546529;3.999711272245345;38.8;-5.27961920044274;0;0;0
5.197;0.0;0.0;-0.0002432415792546529;3.9997110290037656;38.8;-5.279618879363855;0;0;0
5.198;0.0;0.0;-0.0002432415792546529;3.9997107857621863;38.8;-5.27961855828497;0;0;0
5.199;0.0;0.0;-0.0002432415792546529;3.999710542520607;38.8;-5.279618237206086;0;0;0
5.2;0.0;0.0;-0.0002432415792546529;3.9997102992790277;38.8;-5.279617916127202;0;0;0
5.201;0.0;0.0;-0.0002432415792546529;3.9997100560374483;38.8;-5.279617595048316;0;0;0
5.202;0.0;0.0;-0.0002432415792546529;3.999709812795869;38.8;-5.279617273969431;0;0;0
5.203;0.0;0.0;-0.0002432415792546529;3.9997095695542897;38.8;-5.279616952890547;0;0;0
5.204;0.0;0.0;-0.0002432415792546529;3.9997093263127104;38.8;-5.279616631811662;0;0;0
5.205;0.0;0.0;-0.0002432415792546529;3.999709083071131;38.8;-5.279616310732778;0;0;0
5.206;0.0;0.0;-0.0002432415792546529;3.9997088398295517;38.8;-5.279615989653893;0;0;0
5.207;0.0;0.0;-0.0002432415792546529;3.9997085965879724;38.8;-5.279615668575008;0;0;0
5.208;0.0;0.0;-0.0002432415792546529;3.999708353346393;38.8;-5.279615347496123;0;0;0
5.209;1.7763568394002505e-15;0.0;-0.0002432415792546529;3.9997081101048138;38.8;-5.279615026417239;0;0;0
5.21;0.0;2.5734878146025597e-14;-0.00024324157925462717;3.9997078668632344;38.8;-5.279614705338354;0;0;0
5.211;0.0;0.0;-0.00024324157925462717;3.999707623621655;38.8;-5.279614384259469;0;0;0
5.212;0.0;0.0;-0.00024324157925462717;3.999707380380076;38.8;-5.279614063180585;0;0;0
5.213;0.0;0.0;-0.00024324157925462717;3.9997071371384965;38.8;-5.2796137421016995;0;0;0
5.214;0.0;0.0;-0.00024324157925462717;3.999706893896917;38.8;-5.279613421022815;0;0;0
5.215;0.0;0.0;-0.00024324157925462717;3.999706650655338;38.8;-5.279613099943931;0;0;0
5.216;0.0;0.0;-0.00024324157925462717;3.9997064074137585;38.8;-5.2796127788650455;0;0;0
5.217;0.0;0.0;-0.00024324157925462717;3.999706164172179;38.8;-5.279612457786161;0;0;0
5.218;0.0;0.0;-0.00024324157925462717;3.9997059209306;38.8;-5.279612136707276;0;0;0
5.219;0.0;0.0;-0.00024324157925462717;3.9997056776890205;38.8;-5.2796118156283915;0;0;0
5.22;0.0;0.0;-0.00024324157925462717;3.999705434447441;38.8;-5.279611494549507;0;0;0
5.221;0.0;0.0;-0.00024324157925462717;3.999705191205862;38.8;-5.279611173470623;0;0;0
5.222;0.0;0.0;-0.00024324157925462717;3.9997049479642826;38.8;-5.2796108523917376;0;0;0
5.223;0.0;0.0;-0.00024324157925462717;3.9997047047227032;38.8;-5.279610531312852;0;0;0
5.224;0.0;0.0;-0.00024324157925462717;3.999704461481124;38.8;-5.279610210233968;0;0;0
5.225;3.552713678800501e-15;0.0;-0.00024324157925462717;3.9997042182395446;38.8;-5.279609889155084;0;0;0
5.226;0.0;5.1469756292051195e-14;-0.0002432415792545757;3.9997039749979653;38.8;-5.279609568076199;0;0;0
5.227;0.0;0.0;-0.0002432415792545757;3.999703731756386;38.8;-5.279609246997314;0;0;0
5.228;0.0;0.0;-0.0002432415792545757;3.9997034885148066;38.8;-5.27960892591843;0;0;0
5.229;0.0;0.0;-0.0002432415792545757;3.9997032452732273;38.8;-5.279608604839544;0;0;0
5.23;0.0;0.0;-0.0002432415792545757;3.999703002031648;38.8;-5.27960828376066;0;0;0
5.231;1.7763568394002505e-15;0.0;-0.0002432415792545757;3.9997027587900686;38.8;-5.279607962681776;0;0;0
5.232;0.0;2.5734878146025597e-14;-0.00024324157925454998;3.9997025155484893;38.8;-5.27960764160289;0;0;0
5.233;0.0;0.0;-0.00024324157925454998;3.99970227230691;38.8;-5.279607320524006;0;0;0
5.234;0.0;0.0;-0.00024324157925454998;3.9997020290653307;38.8;-5.279606999445121;0;0;0
5.235;0.0;0.0;-0.00024324157925454998;3.9997017858237514;38.8;-5.279606678366236;0;0;0
5.236;0.0;0.0;-0.00024324157925454998;3.999701542582172;38.8;-5.279606357287352;0;0;0
5.237;0.0;0.0;-0.00024324157925454998;3.9997012993405927;38.8;-5.279606036208468;0;0;0
5.238;0.0;0.0;-0.00024324157925454998;3.9997010560990134;38.8;-5.279605715129582;0;0;0
5.239;0.0;0.0;-0.00024324157925454998;3.999700812857434;38.8;-5.279605394050697;0;0;0
5.24;0.0;0.0;-0.00024324157925454998;3.9997005696158547;38.8;-5.279605072971813;0;0;0
5.241;3.552713678800501e-15;0.0;-0.00024324157925454998;3.9997003263742754;38.8;-5.279604751892928;0;0;0
5.242;0.0;5.1469756292051195e-14;-0.0002432415792544985;3.999700083132696;38.8;-5.279604430814044;0;0;0
5.243;0.0;0.0;-0.0002432415792544985;3.9996998398911168;38.8;-5.279604109735159;0;0;0
5.244;0.0;0.0;-0.0002432415792544985;3.9996995966495374;38.8;-5.279603788656274;0;0;0
5.245;0.0;0.0;-0.0002432415792544985;3.999699353407958;38.8;-5.279603467577389;0;0;0
5.246;3.552713678800501e-15;0.0;-0.0002432415792544985;3.999699110166379;38.8;-5.279603146498505;0;0;0
5.247;3.552713678800501e-15;5.1469756292051195e-14;-0.00024324157925444703;3.9996988669247995;38.8;-5.27960282541962;0;0;0
5.248;0.0;5.1469756292051195e-14;-0.00024324157925439556;3.99969862368322;38.8;-5.279602504340735;0;0;0
5.249;0.0;0.0;-0.00024324157925439556;3.999698380441641;38.8;-5.279602183261851;0;0;0
5.25;0.0;0.0;-0.00024324157925439556;3.9996981372000615;38.8;-5.2796018621829655;0;0;0
5.251;0.0;0.0;-0.00024324157925439556;3.999697893958482;38.8;-5.279601541104081;0;0;0
5.252;1.7763568394002505e-15;0.0;-0.00024324157925439556;3.999697650716903;38.8;-5.279601220025197;0;0;0
5.253;0.0;2.5734878146025597e-14;-0.00024324157925436984;3.9996974074753235;38.8;-5.2796008989463115;0;0;0
5.254;0.0;0.0;-0.00024324157925436984;3.999697164233744;38.8;-5.279600577867427;0;0;0
5.255;0.0;0.0;-0.00024324157925436984;3.999696920992165;38.8;-5.279600256788542;0;0;0
5.256;0.0;0.0;-0.00024324157925436984;3.9996966777505856;38.8;-5.2795999357096575;0;0;0
5.257;0.0;0.0;-0.00024324157925436984;3.9996964345090062;38.8;-5.279599614630773;0;0;0
5.258;0.0;0.0;-0.00024324157925436984;3.999696191267427;38.8;-5.279599293551889;0;0;0
5.259;0.0;0.0;-0.00024324157925436984;3.9996959480258476;38.8;-5.2795989724730035;0;0;0
5.26;0.0;0.0;-0.00024324157925436984;3.9996957047842683;38.8;-5.279598651394119;0;0;0
5.261;0.0;0.0;-0.00024324157925436984;3.999695461542689;38.8;-5.279598330315234;0;0;0
5.262;0.0;0.0;-0.00024324157925436984;3.9996952183011096;38.8;-5.279598009236349;0;0;0
5.263;0.0;0.0;-0.00024324157925436984;3.9996949750595303;38.8;-5.279597688157465;0;0;0
5.264;0.0;0.0;-0.00024324157925436984;3.999694731817951;38.8;-5.27959736707858;0;0;0
5.265;0.0;0.0;-0.00024324157925436984;3.9996944885763717;38.8;-5.2795970459996955;0;0;0
5.266;0.0;0.0;-0.00024324157925436984;3.9996942453347923;38.8;-5.27959672492081;0;0;0
5.267;0.0;0.0;-0.00024324157925436984;3.999694002093213;38.8;-5.279596403841926;0;0;0
5.268;0.0;0.0;-0.00024324157925436984;3.9996937588516337;38.8;-5.2795960827630415;0;0;0
5.269;0.0;0.0;-0.00024324157925436984;3.9996935156100544;38.8;-5.279595761684156;0;0;0
5.27;0.0;0.0;-0.00024324157925436984;3.999693272368475;38.8;-5.279595440605272;0;0;0
5.271;0.0;0.0;-0.00024324157925436984;3.9996930291268957;38.8;-5.279595119526387;0;0;0
5.272;0.0;0.0;-0.00024324157925436984;3.9996927858853164;38.8;-5.279594798447502;0;0;0
5.273;-3.552713678800501e-15;0.0;-0.00024324157925436984;3.999692542643737;38.8;-5.279594477368617;0;0;0
5.274;3.552713678800501e-15;-5.1469756292051195e-14;-0.0002432415792544213;3.9996922994021578;38.8;-5.2795941562897335;0;0;0
5.275;0.0;5.1469756292051195e-14;-0.00024324157925436984;3.9996920561605784;38.8;-5.279593835210848;0;0;0
5.276;0.0;0.0;-0.00024324157925436984;3.999691812918999;38.8;-5.279593514131963;0;0;0
5.277;0.0;0.0;-0.00024324157925436984;3.99969156967742;38.8;-5.279593193053079;0;0;0
5.278;0.0;0.0;-0.00024324157925436984;3.9996913264358405;38.8;-5.279592871974193;0;0;0
5.279;0.0;0.0;-0.00024324157925436984;3.999691083194261;38.8;-5.27959255089531;0;0;0
5.28;0.0;0.0;-0.00024324157925436984;3.999690839952682;38.8;-5.279592229816425;0;0;0
5.281;0.0;0.0;-0.00024324157925436984;3.9996905967111025;38.8;-5.27959190873754;0;0;0
5.282;0.0;0.0;-0.00024324157925436984;3.999690353469523;38.8;-5.279591587658655;0;0;0
5.283;0.0;0.0;-0.00024324157925436984;3.999690110227944;38.8;-5.279591266579771;0;0;0
5.284;0.0;0.0;-0.00024324157925436984;3.9996898669863645;38.8;-5.279590945500885;0;0;0
5.285;0.0;0.0;-0.00024324157925436984;3.999689623744785;38.8;-5.279590624422001;0;0;0
5.286;0.0;0.0;-0.00024324157925436984;3.999689380503206;38.8;-5.279590303343117;0;0;0
5.287;0.0;0.0;-0.00024324157925436984;3.9996891372616266;38.8;-5.279589982264231;0;0;0
5.288;0.0;0.0;-0.00024324157925436984;3.9996888940200472;38.8;-5.279589661185347;0;0;0
5.289;-1.7763568394002505e-15;0.0;-0.00024324157925436984;3.999688650778468;38.8;-5.279589340106462;0;0;0
5.29;1.7763568394002505e-15;-2.5734878146025597e-14;-0.00024324157925439556;3.9996884075368886;38.8;-5.279589019027578;0;0;0
5.291;0.0;2.5734878146025597e-14;-0.00024324157925436984;3.9996881642953093;38.8;-5.279588697948693;0;0;0
5.292;0.0;0.0;-0.00024324157925436984;3.99968792105373;38.8;-5.279588376869808;0;0;0
5.293;0.0;0.0;-0.00024324157925436984;3.9996876778121506;38.8;-5.279588055790923;0;0;0
5.294;-1.7763568394002505e-15;0.0;-0.00024324157925436984;3.9996874345705713;38.8;-5.279587734712038;0;0;0
5.295;-7.105427357601002e-15;-2.5734878146025597e-14;-0.00024324157925439556;3.999687191328992;38.8;-5.279587413633154;0;0;0
5.296;0.0;-1.0293951258410239e-13;-0.0002432415792544985;3.9996869480874127;38.8;-5.279587092554269;0;0;0
5.297;0.0;0.0;-0.0002432415792544985;3.9996867048458333;38.8;-5.279586771475385;0;0;0
5.298;0.0;0.0;-0.0002432415792544985;3.999686461604254;38.8;-5.2795864503965;0;0;0
5.299;0.0;0.0;-0.0002432415792544985;3.9996862183626747;38.8;-5.2795861293176145;0;0;0
5.3;0.0;0.0;-0.0002432415792544985;3.9996859751210954;38.8;-5.27958580823873;0;0;0
5.301;0.0;0.0;-0.0002432415792544985;3.999685731879516;38.8;-5.279585487159846;0;0;0
5.302;0.0;0.0;-0.0002432415792544985;3.9996854886379367;38.8;-5.279585166080961;0;0;0
5.303;0.0;0.0;-0.0002432415792544985;3.9996852453963574;38.8;-5.279584845002076;0;0;0
5.304;0.0;0.0;-0.0002432415792544985;3.999685002154778;38.8;-5.279584523923192;0;0;0
5.305;-3.552713678800501e-15;0.0;-0.0002432415792544985;3.9996847589131987;38.8;-5.2795842028443065;0;0;0
5.306;0.0;-5.1469756292051195e-14;-0.00024324157925454998;3.9996845156716194;38.8;-5.279583881765422;0;0;0
5.307;0.0;0.0;-0.00024324157925454998;3.99968427243004;38.8;-5.279583560686538;0;0;0
5.308;0.0;0.0;-0.00024324157925454998;3.9996840291884608;38.8;-5.2795832396076525;0;0;0
5.309;0.0;0.0;-0.00024324157925454998;3.9996837859468815;38.8;-5.279582918528768;0;0;0
5.31;0.0;0.0;-0.00024324157925454998;3.999683542705302;38.8;-5.279582597449883;0;0;0
5.311;0.0;0.0;-0.00024324157925454998;3.999683299463723;38.8;-5.2795822763709985;0;0;0
5.312;0.0;0.0;-0.00024324157925454998;3.9996830562221435;38.8;-5.279581955292114;0;0;0
5.313;0.0;0.0;-0.00024324157925454998;3.999682812980564;38.8;-5.27958163421323;0;0;0
5.314;0.0;0.0;-0.00024324157925454998;3.999682569738985;38.8;-5.2795813131343445;0;0;0
5.315;0.0;0.0;-0.00024324157925454998;3.9996823264974055;38.8;-5.279580992055459;0;0;0
5.316;-1.7763568394002505e-15;0.0;-0.00024324157925454998;3.999682083255826;38.8;-5.279580670976575;0;0;0
5.317;0.0;-2.5734878146025597e-14;-0.0002432415792545757;3.999681840014247;38.8;-5.2795803498976905;0;0;0
5.318;0.0;0.0;-0.0002432415792545757;3.9996815967726675;38.8;-5.279580028818806;0;0;0
5.319;0.0;0.0;-0.0002432415792545757;3.9996813535310882;38.8;-5.279579707739921;0;0;0
5.32;0.0;0.0;-0.0002432415792545757;3.999681110289509;38.8;-5.2795793866610365;0;0;0
5.321;0.0;0.0;-0.0002432415792545757;3.9996808670479296;38.8;-5.279579065582151;0;0;0
5.322;0.0;0.0;-0.0002432415792545757;3.9996806238063503;38.8;-5.279578744503267;0;0;0
5.323;0.0;0.0;-0.0002432415792545757;3.999680380564771;38.8;-5.2795784234243825;0;0;0
5.324;0.0;0.0;-0.0002432415792545757;3.9996801373231916;38.8;-5.279578102345497;0;0;0
5.325;0.0;0.0;-0.0002432415792545757;3.9996798940816123;38.8;-5.279577781266613;0;0;0
5.326;0.0;0.0;-0.0002432415792545757;3.999679650840033;38.8;-5.279577460187728;0;0;0
